{'SiO2': 87, 'TiO2': 91, 'Al2O3': 71, 'FeO': 17, 'MnO': 18, 'MgO': 72, 'CaO': 69, 'Na2O': 1, 'K2O': 100, 'F': 97, 'Cl': 80, 'Bjergart': 'Dunit'}
{'SiO2': 43, 'TiO2': 10, 'Al2O3': 85, 'FeO': 45, 'MnO': 29, 'MgO': 84, 'CaO': 35, 'Na2O': 10, 'K2O': 55, 'F': 20, 'Cl': 24, 'Bjergart': 'Amfibolit'}
{'SiO2': 68, 'TiO2': 89, 'Al2O3': 32, 'FeO': 19, 'MnO': 9, 'MgO': 39, 'CaO': 17, 'Na2O': 74, 'K2O': 17, 'F': 76, 'Cl': 23, 'Bjergart': 'Dunit'}
{'SiO2': 91, 'TiO2': 72, 'Al2O3': 14, 'FeO': 28, 'MnO': 41, 'MgO': 71, 'CaO': 32, 'Na2O': 69, 'K2O': 36, 'F': 54, 'Cl': 19, 'Bjergart': 'Basalt'}
{'SiO2': 41, 'TiO2': 11, 'Al2O3': 85, 'FeO': 46, 'MnO': 79, 'MgO': 51, 'CaO': 4, 'Na2O': 28, 'K2O': 90, 'F': 89, 'Cl': 51, 'Bjergart': 'Granulit'}
{'SiO2': 71, 'TiO2': 33, 'Al2O3': 19, 'FeO': 82, 'MnO': 92, 'MgO': 67, 'CaO': 37, 'Na2O': 88, 'K2O': 52, 'F': 6, 'Cl': 100, 'Bjergart': 'Harzburgite'}
{'SiO2': 70, 'TiO2': 55, 'Al2O3': 8, 'FeO': 79, 'MnO': 54, 'MgO': 31, 'CaO': 90, 'Na2O': 77, 'K2O': 19, 'F': 30, 'Cl': 6, 'Bjergart': 'Basalt'}
{'SiO2': 1, 'TiO2': 94, 'Al2O3': 91, 'FeO': 26, 'MnO': 75, 'MgO': 49, 'CaO': 63, 'Na2O': 60, 'K2O': 99, 'F': 54, 'Cl': 10, 'Bjergart': 'Basalt'}
{'SiO2': 41, 'TiO2': 79, 'Al2O3': 34, 'FeO': 1, 'MnO': 71, 'MgO': 56, 'CaO': 54, 'Na2O': 92, 'K2O': 43, 'F': 43, 'Cl': 34, 'Bjergart': 'Amfibolit'}
{'SiO2': 74, 'TiO2': 53, 'Al2O3': 26, 'FeO': 93, 'MnO': 82, 'MgO': 68, 'CaO': 96, 'Na2O': 26, 'K2O': 83, 'F': 72, 'Cl': 62, 'Bjergart': 'Basalt'}
{'SiO2': 15, 'TiO2': 86, 'Al2O3': 79, 'FeO': 46, 'MnO': 43, 'MgO': 47, 'CaO': 76, 'Na2O': 80, 'K2O': 39, 'F': 76, 'Cl': 77, 'Bjergart': 'Amfibolit'}
{'SiO2': 15, 'TiO2': 72, 'Al2O3': 79, 'FeO': 16, 'MnO': 83, 'MgO': 16, 'CaO': 78, 'Na2O': 96, 'K2O': 12, 'F': 38, 'Cl': 29, 'Bjergart': 'Amfibolit'}
{'SiO2': 80, 'TiO2': 42, 'Al2O3': 82, 'FeO': 90, 'MnO': 23, 'MgO': 16, 'CaO': 54, 'Na2O': 96, 'K2O': 96, 'F': 29, 'Cl': 76, 'Bjergart': 'Basalt'}
{'SiO2': 86, 'TiO2': 78, 'Al2O3': 89, 'FeO': 33, 'MnO': 94, 'MgO': 17, 'CaO': 8, 'Na2O': 20, 'K2O': 55, 'F': 89, 'Cl': 45, 'Bjergart': 'Granit'}
{'SiO2': 41, 'TiO2': 92, 'Al2O3': 31, 'FeO': 23, 'MnO': 61, 'MgO': 58, 'CaO': 13, 'Na2O': 99, 'K2O': 27, 'F': 86, 'Cl': 20, 'Bjergart': 'Granulit'}
{'SiO2': 58, 'TiO2': 75, 'Al2O3': 31, 'FeO': 62, 'MnO': 93, 'MgO': 24, 'CaO': 48, 'Na2O': 60, 'K2O': 86, 'F': 76, 'Cl': 70, 'Bjergart': 'Basalt'}
{'SiO2': 94, 'TiO2': 33, 'Al2O3': 30, 'FeO': 5, 'MnO': 88, 'MgO': 98, 'CaO': 0, 'Na2O': 67, 'K2O': 76, 'F': 18, 'Cl': 37, 'Bjergart': 'Gnejs'}
{'SiO2': 16, 'TiO2': 86, 'Al2O3': 40, 'FeO': 49, 'MnO': 10, 'MgO': 37, 'CaO': 58, 'Na2O': 50, 'K2O': 7, 'F': 16, 'Cl': 17, 'Bjergart': 'Gnejs'}
{'SiO2': 44, 'TiO2': 9, 'Al2O3': 16, 'FeO': 76, 'MnO': 96, 'MgO': 89, 'CaO': 12, 'Na2O': 26, 'K2O': 88, 'F': 3, 'Cl': 64, 'Bjergart': 'Granulit'}
{'SiO2': 12, 'TiO2': 92, 'Al2O3': 41, 'FeO': 42, 'MnO': 68, 'MgO': 51, 'CaO': 13, 'Na2O': 19, 'K2O': 95, 'F': 14, 'Cl': 94, 'Bjergart': 'Basalt'}
{'SiO2': 21, 'TiO2': 25, 'Al2O3': 57, 'FeO': 28, 'MnO': 94, 'MgO': 8, 'CaO': 75, 'Na2O': 80, 'K2O': 1, 'F': 48, 'Cl': 8, 'Bjergart': 'Basalt'}
{'SiO2': 2, 'TiO2': 33, 'Al2O3': 5, 'FeO': 71, 'MnO': 17, 'MgO': 33, 'CaO': 32, 'Na2O': 74, 'K2O': 100, 'F': 5, 'Cl': 92, 'Bjergart': 'Granit'}
{'SiO2': 26, 'TiO2': 52, 'Al2O3': 17, 'FeO': 62, 'MnO': 42, 'MgO': 52, 'CaO': 72, 'Na2O': 88, 'K2O': 63, 'F': 38, 'Cl': 72, 'Bjergart': 'Granit'}
{'SiO2': 99, 'TiO2': 44, 'Al2O3': 6, 'FeO': 44, 'MnO': 6, 'MgO': 44, 'CaO': 87, 'Na2O': 39, 'K2O': 75, 'F': 59, 'Cl': 69, 'Bjergart': 'Amfibolit'}
{'SiO2': 77, 'TiO2': 35, 'Al2O3': 91, 'FeO': 42, 'MnO': 35, 'MgO': 70, 'CaO': 54, 'Na2O': 43, 'K2O': 54, 'F': 97, 'Cl': 85, 'Bjergart': 'Amfibolit'}
{'SiO2': 1, 'TiO2': 28, 'Al2O3': 38, 'FeO': 14, 'MnO': 39, 'MgO': 68, 'CaO': 83, 'Na2O': 76, 'K2O': 57, 'F': 78, 'Cl': 28, 'Bjergart': 'Amfibolit'}
{'SiO2': 2, 'TiO2': 60, 'Al2O3': 96, 'FeO': 69, 'MnO': 16, 'MgO': 58, 'CaO': 51, 'Na2O': 14, 'K2O': 85, 'F': 60, 'Cl': 99, 'Bjergart': 'Harzburgite'}
{'SiO2': 12, 'TiO2': 78, 'Al2O3': 58, 'FeO': 78, 'MnO': 21, 'MgO': 53, 'CaO': 98, 'Na2O': 22, 'K2O': 38, 'F': 37, 'Cl': 14, 'Bjergart': 'Harzburgite'}
{'SiO2': 48, 'TiO2': 33, 'Al2O3': 7, 'FeO': 98, 'MnO': 57, 'MgO': 39, 'CaO': 85, 'Na2O': 45, 'K2O': 33, 'F': 1, 'Cl': 14, 'Bjergart': 'Dunit'}
{'SiO2': 62, 'TiO2': 6, 'Al2O3': 33, 'FeO': 25, 'MnO': 2, 'MgO': 55, 'CaO': 45, 'Na2O': 73, 'K2O': 18, 'F': 45, 'Cl': 45, 'Bjergart': 'Gnejs'}
{'SiO2': 79, 'TiO2': 57, 'Al2O3': 98, 'FeO': 88, 'MnO': 34, 'MgO': 43, 'CaO': 64, 'Na2O': 59, 'K2O': 100, 'F': 62, 'Cl': 41, 'Bjergart': 'Harzburgite'}
{'SiO2': 42, 'TiO2': 4, 'Al2O3': 14, 'FeO': 42, 'MnO': 19, 'MgO': 90, 'CaO': 30, 'Na2O': 56, 'K2O': 19, 'F': 62, 'Cl': 23, 'Bjergart': 'Granit'}
{'SiO2': 23, 'TiO2': 13, 'Al2O3': 28, 'FeO': 22, 'MnO': 20, 'MgO': 82, 'CaO': 15, 'Na2O': 13, 'K2O': 24, 'F': 91, 'Cl': 47, 'Bjergart': 'Amfibolit'}
{'SiO2': 8, 'TiO2': 43, 'Al2O3': 56, 'FeO': 24, 'MnO': 48, 'MgO': 55, 'CaO': 25, 'Na2O': 93, 'K2O': 23, 'F': 76, 'Cl': 17, 'Bjergart': 'Harzburgite'}
{'SiO2': 16, 'TiO2': 42, 'Al2O3': 55, 'FeO': 44, 'MnO': 97, 'MgO': 42, 'CaO': 67, 'Na2O': 48, 'K2O': 86, 'F': 99, 'Cl': 35, 'Bjergart': 'Granulit'}
{'SiO2': 53, 'TiO2': 78, 'Al2O3': 19, 'FeO': 47, 'MnO': 10, 'MgO': 82, 'CaO': 70, 'Na2O': 29, 'K2O': 72, 'F': 4, 'Cl': 17, 'Bjergart': 'Amfibolit'}
{'SiO2': 65, 'TiO2': 26, 'Al2O3': 91, 'FeO': 87, 'MnO': 69, 'MgO': 97, 'CaO': 35, 'Na2O': 30, 'K2O': 42, 'F': 21, 'Cl': 43, 'Bjergart': 'Granit'}
{'SiO2': 4, 'TiO2': 81, 'Al2O3': 91, 'FeO': 28, 'MnO': 44, 'MgO': 25, 'CaO': 17, 'Na2O': 19, 'K2O': 59, 'F': 35, 'Cl': 68, 'Bjergart': 'Gnejs'}
{'SiO2': 74, 'TiO2': 12, 'Al2O3': 55, 'FeO': 29, 'MnO': 12, 'MgO': 48, 'CaO': 40, 'Na2O': 37, 'K2O': 74, 'F': 100, 'Cl': 51, 'Bjergart': 'Basalt'}
{'SiO2': 66, 'TiO2': 53, 'Al2O3': 97, 'FeO': 33, 'MnO': 32, 'MgO': 82, 'CaO': 41, 'Na2O': 39, 'K2O': 12, 'F': 70, 'Cl': 54, 'Bjergart': 'Amfibolit'}
{'SiO2': 11, 'TiO2': 81, 'Al2O3': 80, 'FeO': 72, 'MnO': 66, 'MgO': 72, 'CaO': 57, 'Na2O': 42, 'K2O': 49, 'F': 16, 'Cl': 75, 'Bjergart': 'Amfibolit'}
{'SiO2': 49, 'TiO2': 19, 'Al2O3': 11, 'FeO': 12, 'MnO': 71, 'MgO': 55, 'CaO': 53, 'Na2O': 6, 'K2O': 28, 'F': 54, 'Cl': 52, 'Bjergart': 'Dunit'}
{'SiO2': 78, 'TiO2': 81, 'Al2O3': 27, 'FeO': 84, 'MnO': 83, 'MgO': 66, 'CaO': 84, 'Na2O': 48, 'K2O': 72, 'F': 48, 'Cl': 94, 'Bjergart': 'Amfibolit'}
{'SiO2': 45, 'TiO2': 48, 'Al2O3': 57, 'FeO': 37, 'MnO': 53, 'MgO': 61, 'CaO': 55, 'Na2O': 54, 'K2O': 7, 'F': 12, 'Cl': 6, 'Bjergart': 'Basalt'}
{'SiO2': 11, 'TiO2': 89, 'Al2O3': 65, 'FeO': 40, 'MnO': 8, 'MgO': 59, 'CaO': 69, 'Na2O': 7, 'K2O': 23, 'F': 85, 'Cl': 96, 'Bjergart': 'Harzburgite'}
{'SiO2': 82, 'TiO2': 23, 'Al2O3': 2, 'FeO': 83, 'MnO': 19, 'MgO': 22, 'CaO': 53, 'Na2O': 54, 'K2O': 7, 'F': 40, 'Cl': 18, 'Bjergart': 'Granulit'}
{'SiO2': 37, 'TiO2': 16, 'Al2O3': 58, 'FeO': 24, 'MnO': 37, 'MgO': 65, 'CaO': 87, 'Na2O': 8, 'K2O': 98, 'F': 85, 'Cl': 59, 'Bjergart': 'Gnejs'}
{'SiO2': 12, 'TiO2': 78, 'Al2O3': 16, 'FeO': 66, 'MnO': 13, 'MgO': 46, 'CaO': 31, 'Na2O': 23, 'K2O': 53, 'F': 20, 'Cl': 22, 'Bjergart': 'Harzburgite'}
{'SiO2': 74, 'TiO2': 63, 'Al2O3': 83, 'FeO': 22, 'MnO': 38, 'MgO': 7, 'CaO': 2, 'Na2O': 26, 'K2O': 19, 'F': 37, 'Cl': 31, 'Bjergart': 'Dunit'}
{'SiO2': 60, 'TiO2': 99, 'Al2O3': 13, 'FeO': 31, 'MnO': 72, 'MgO': 87, 'CaO': 58, 'Na2O': 29, 'K2O': 96, 'F': 61, 'Cl': 49, 'Bjergart': 'Granit'}
{'SiO2': 15, 'TiO2': 19, 'Al2O3': 66, 'FeO': 20, 'MnO': 42, 'MgO': 85, 'CaO': 37, 'Na2O': 27, 'K2O': 27, 'F': 19, 'Cl': 96, 'Bjergart': 'Granit'}
{'SiO2': 75, 'TiO2': 20, 'Al2O3': 77, 'FeO': 52, 'MnO': 96, 'MgO': 26, 'CaO': 43, 'Na2O': 49, 'K2O': 61, 'F': 74, 'Cl': 89, 'Bjergart': 'Basalt'}
{'SiO2': 100, 'TiO2': 54, 'Al2O3': 83, 'FeO': 10, 'MnO': 64, 'MgO': 67, 'CaO': 41, 'Na2O': 19, 'K2O': 62, 'F': 90, 'Cl': 50, 'Bjergart': 'Dunit'}
{'SiO2': 23, 'TiO2': 29, 'Al2O3': 27, 'FeO': 33, 'MnO': 94, 'MgO': 77, 'CaO': 14, 'Na2O': 41, 'K2O': 47, 'F': 58, 'Cl': 81, 'Bjergart': 'Dunit'}
{'SiO2': 64, 'TiO2': 13, 'Al2O3': 43, 'FeO': 68, 'MnO': 33, 'MgO': 50, 'CaO': 37, 'Na2O': 25, 'K2O': 91, 'F': 79, 'Cl': 22, 'Bjergart': 'Harzburgite'}
{'SiO2': 82, 'TiO2': 75, 'Al2O3': 74, 'FeO': 15, 'MnO': 95, 'MgO': 87, 'CaO': 90, 'Na2O': 10, 'K2O': 79, 'F': 48, 'Cl': 14, 'Bjergart': 'Amfibolit'}
{'SiO2': 8, 'TiO2': 40, 'Al2O3': 9, 'FeO': 42, 'MnO': 89, 'MgO': 61, 'CaO': 40, 'Na2O': 69, 'K2O': 89, 'F': 87, 'Cl': 83, 'Bjergart': 'Amfibolit'}
{'SiO2': 27, 'TiO2': 60, 'Al2O3': 24, 'FeO': 8, 'MnO': 9, 'MgO': 78, 'CaO': 89, 'Na2O': 24, 'K2O': 81, 'F': 35, 'Cl': 55, 'Bjergart': 'Basalt'}
{'SiO2': 13, 'TiO2': 80, 'Al2O3': 32, 'FeO': 16, 'MnO': 93, 'MgO': 2, 'CaO': 47, 'Na2O': 59, 'K2O': 40, 'F': 1, 'Cl': 23, 'Bjergart': 'Granit'}
{'SiO2': 80, 'TiO2': 74, 'Al2O3': 28, 'FeO': 59, 'MnO': 77, 'MgO': 93, 'CaO': 61, 'Na2O': 22, 'K2O': 88, 'F': 77, 'Cl': 24, 'Bjergart': 'Gnejs'}
{'SiO2': 51, 'TiO2': 52, 'Al2O3': 26, 'FeO': 98, 'MnO': 78, 'MgO': 44, 'CaO': 86, 'Na2O': 32, 'K2O': 6, 'F': 4, 'Cl': 3, 'Bjergart': 'Dunit'}
{'SiO2': 3, 'TiO2': 45, 'Al2O3': 87, 'FeO': 3, 'MnO': 27, 'MgO': 21, 'CaO': 38, 'Na2O': 53, 'K2O': 34, 'F': 61, 'Cl': 89, 'Bjergart': 'Granit'}
{'SiO2': 7, 'TiO2': 29, 'Al2O3': 21, 'FeO': 18, 'MnO': 33, 'MgO': 36, 'CaO': 88, 'Na2O': 64, 'K2O': 58, 'F': 77, 'Cl': 95, 'Bjergart': 'Gnejs'}
{'SiO2': 70, 'TiO2': 79, 'Al2O3': 67, 'FeO': 79, 'MnO': 13, 'MgO': 70, 'CaO': 8, 'Na2O': 14, 'K2O': 12, 'F': 52, 'Cl': 56, 'Bjergart': 'Harzburgite'}
{'SiO2': 93, 'TiO2': 86, 'Al2O3': 90, 'FeO': 26, 'MnO': 29, 'MgO': 78, 'CaO': 3, 'Na2O': 59, 'K2O': 51, 'F': 5, 'Cl': 11, 'Bjergart': 'Granulit'}
{'SiO2': 27, 'TiO2': 46, 'Al2O3': 48, 'FeO': 65, 'MnO': 16, 'MgO': 93, 'CaO': 64, 'Na2O': 61, 'K2O': 19, 'F': 90, 'Cl': 58, 'Bjergart': 'Gnejs'}
{'SiO2': 59, 'TiO2': 96, 'Al2O3': 11, 'FeO': 7, 'MnO': 17, 'MgO': 48, 'CaO': 60, 'Na2O': 91, 'K2O': 85, 'F': 73, 'Cl': 29, 'Bjergart': 'Granit'}
{'SiO2': 13, 'TiO2': 8, 'Al2O3': 86, 'FeO': 59, 'MnO': 23, 'MgO': 83, 'CaO': 45, 'Na2O': 22, 'K2O': 12, 'F': 80, 'Cl': 66, 'Bjergart': 'Granit'}
{'SiO2': 40, 'TiO2': 64, 'Al2O3': 94, 'FeO': 91, 'MnO': 99, 'MgO': 27, 'CaO': 68, 'Na2O': 65, 'K2O': 29, 'F': 85, 'Cl': 94, 'Bjergart': 'Amfibolit'}
{'SiO2': 40, 'TiO2': 49, 'Al2O3': 73, 'FeO': 80, 'MnO': 61, 'MgO': 37, 'CaO': 87, 'Na2O': 11, 'K2O': 82, 'F': 95, 'Cl': 66, 'Bjergart': 'Harzburgite'}
{'SiO2': 54, 'TiO2': 86, 'Al2O3': 21, 'FeO': 96, 'MnO': 92, 'MgO': 32, 'CaO': 16, 'Na2O': 93, 'K2O': 10, 'F': 24, 'Cl': 36, 'Bjergart': 'Granulit'}
{'SiO2': 16, 'TiO2': 69, 'Al2O3': 3, 'FeO': 79, 'MnO': 42, 'MgO': 87, 'CaO': 57, 'Na2O': 32, 'K2O': 25, 'F': 29, 'Cl': 4, 'Bjergart': 'Dunit'}
{'SiO2': 54, 'TiO2': 17, 'Al2O3': 21, 'FeO': 88, 'MnO': 55, 'MgO': 89, 'CaO': 12, 'Na2O': 37, 'K2O': 48, 'F': 90, 'Cl': 52, 'Bjergart': 'Basalt'}
{'SiO2': 25, 'TiO2': 91, 'Al2O3': 43, 'FeO': 31, 'MnO': 33, 'MgO': 74, 'CaO': 22, 'Na2O': 65, 'K2O': 6, 'F': 12, 'Cl': 8, 'Bjergart': 'Dunit'}
{'SiO2': 99, 'TiO2': 21, 'Al2O3': 3, 'FeO': 70, 'MnO': 4, 'MgO': 83, 'CaO': 57, 'Na2O': 51, 'K2O': 75, 'F': 21, 'Cl': 21, 'Bjergart': 'Granit'}
{'SiO2': 42, 'TiO2': 83, 'Al2O3': 47, 'FeO': 97, 'MnO': 33, 'MgO': 32, 'CaO': 33, 'Na2O': 5, 'K2O': 10, 'F': 39, 'Cl': 74, 'Bjergart': 'Amfibolit'}
{'SiO2': 1, 'TiO2': 45, 'Al2O3': 53, 'FeO': 67, 'MnO': 10, 'MgO': 43, 'CaO': 51, 'Na2O': 16, 'K2O': 53, 'F': 27, 'Cl': 22, 'Bjergart': 'Dunit'}
{'SiO2': 45, 'TiO2': 86, 'Al2O3': 71, 'FeO': 35, 'MnO': 27, 'MgO': 11, 'CaO': 22, 'Na2O': 80, 'K2O': 31, 'F': 29, 'Cl': 42, 'Bjergart': 'Amfibolit'}
{'SiO2': 53, 'TiO2': 100, 'Al2O3': 59, 'FeO': 32, 'MnO': 2, 'MgO': 38, 'CaO': 65, 'Na2O': 27, 'K2O': 14, 'F': 6, 'Cl': 53, 'Bjergart': 'Gnejs'}
{'SiO2': 62, 'TiO2': 23, 'Al2O3': 45, 'FeO': 31, 'MnO': 50, 'MgO': 23, 'CaO': 41, 'Na2O': 19, 'K2O': 100, 'F': 93, 'Cl': 32, 'Bjergart': 'Granit'}
{'SiO2': 14, 'TiO2': 10, 'Al2O3': 43, 'FeO': 43, 'MnO': 89, 'MgO': 0, 'CaO': 66, 'Na2O': 26, 'K2O': 69, 'F': 8, 'Cl': 47, 'Bjergart': 'Granulit'}
{'SiO2': 67, 'TiO2': 37, 'Al2O3': 77, 'FeO': 39, 'MnO': 21, 'MgO': 50, 'CaO': 8, 'Na2O': 6, 'K2O': 57, 'F': 13, 'Cl': 97, 'Bjergart': 'Granit'}
{'SiO2': 60, 'TiO2': 52, 'Al2O3': 100, 'FeO': 98, 'MnO': 68, 'MgO': 91, 'CaO': 30, 'Na2O': 89, 'K2O': 74, 'F': 89, 'Cl': 30, 'Bjergart': 'Harzburgite'}
{'SiO2': 62, 'TiO2': 46, 'Al2O3': 96, 'FeO': 40, 'MnO': 29, 'MgO': 79, 'CaO': 85, 'Na2O': 44, 'K2O': 77, 'F': 90, 'Cl': 32, 'Bjergart': 'Harzburgite'}
{'SiO2': 28, 'TiO2': 11, 'Al2O3': 45, 'FeO': 79, 'MnO': 99, 'MgO': 16, 'CaO': 3, 'Na2O': 61, 'K2O': 86, 'F': 81, 'Cl': 43, 'Bjergart': 'Granulit'}
{'SiO2': 14, 'TiO2': 42, 'Al2O3': 10, 'FeO': 51, 'MnO': 19, 'MgO': 86, 'CaO': 41, 'Na2O': 56, 'K2O': 87, 'F': 92, 'Cl': 5, 'Bjergart': 'Granit'}
{'SiO2': 3, 'TiO2': 84, 'Al2O3': 87, 'FeO': 27, 'MnO': 3, 'MgO': 35, 'CaO': 63, 'Na2O': 84, 'K2O': 18, 'F': 67, 'Cl': 9, 'Bjergart': 'Harzburgite'}
{'SiO2': 60, 'TiO2': 10, 'Al2O3': 90, 'FeO': 77, 'MnO': 90, 'MgO': 16, 'CaO': 25, 'Na2O': 54, 'K2O': 36, 'F': 96, 'Cl': 94, 'Bjergart': 'Dunit'}
{'SiO2': 56, 'TiO2': 35, 'Al2O3': 50, 'FeO': 75, 'MnO': 99, 'MgO': 3, 'CaO': 39, 'Na2O': 1, 'K2O': 18, 'F': 10, 'Cl': 13, 'Bjergart': 'Amfibolit'}
{'SiO2': 75, 'TiO2': 48, 'Al2O3': 70, 'FeO': 36, 'MnO': 98, 'MgO': 67, 'CaO': 21, 'Na2O': 79, 'K2O': 72, 'F': 81, 'Cl': 98, 'Bjergart': 'Granit'}
{'SiO2': 45, 'TiO2': 28, 'Al2O3': 63, 'FeO': 62, 'MnO': 78, 'MgO': 60, 'CaO': 3, 'Na2O': 86, 'K2O': 20, 'F': 7, 'Cl': 50, 'Bjergart': 'Granit'}
{'SiO2': 16, 'TiO2': 50, 'Al2O3': 66, 'FeO': 27, 'MnO': 88, 'MgO': 36, 'CaO': 80, 'Na2O': 91, 'K2O': 48, 'F': 1, 'Cl': 55, 'Bjergart': 'Amfibolit'}
{'SiO2': 53, 'TiO2': 57, 'Al2O3': 95, 'FeO': 74, 'MnO': 6, 'MgO': 58, 'CaO': 97, 'Na2O': 100, 'K2O': 80, 'F': 92, 'Cl': 5, 'Bjergart': 'Gnejs'}
{'SiO2': 27, 'TiO2': 0, 'Al2O3': 94, 'FeO': 100, 'MnO': 69, 'MgO': 1, 'CaO': 0, 'Na2O': 48, 'K2O': 90, 'F': 100, 'Cl': 70, 'Bjergart': 'Amfibolit'}
{'SiO2': 92, 'TiO2': 14, 'Al2O3': 84, 'FeO': 39, 'MnO': 11, 'MgO': 0, 'CaO': 14, 'Na2O': 23, 'K2O': 32, 'F': 67, 'Cl': 90, 'Bjergart': 'Harzburgite'}
{'SiO2': 28, 'TiO2': 77, 'Al2O3': 56, 'FeO': 97, 'MnO': 5, 'MgO': 68, 'CaO': 69, 'Na2O': 28, 'K2O': 99, 'F': 23, 'Cl': 68, 'Bjergart': 'Gnejs'}
{'SiO2': 8, 'TiO2': 40, 'Al2O3': 62, 'FeO': 79, 'MnO': 30, 'MgO': 13, 'CaO': 81, 'Na2O': 51, 'K2O': 98, 'F': 52, 'Cl': 93, 'Bjergart': 'Granulit'}
{'SiO2': 31, 'TiO2': 25, 'Al2O3': 40, 'FeO': 21, 'MnO': 94, 'MgO': 53, 'CaO': 21, 'Na2O': 36, 'K2O': 38, 'F': 55, 'Cl': 74, 'Bjergart': 'Granulit'}
{'SiO2': 81, 'TiO2': 46, 'Al2O3': 85, 'FeO': 100, 'MnO': 78, 'MgO': 0, 'CaO': 93, 'Na2O': 80, 'K2O': 3, 'F': 7, 'Cl': 95, 'Bjergart': 'Dunit'}
{'SiO2': 50, 'TiO2': 66, 'Al2O3': 3, 'FeO': 74, 'MnO': 18, 'MgO': 47, 'CaO': 66, 'Na2O': 37, 'K2O': 69, 'F': 43, 'Cl': 46, 'Bjergart': 'Granit'}
{'SiO2': 54, 'TiO2': 17, 'Al2O3': 67, 'FeO': 13, 'MnO': 43, 'MgO': 42, 'CaO': 62, 'Na2O': 0, 'K2O': 41, 'F': 34, 'Cl': 66, 'Bjergart': 'Granulit'}
{'SiO2': 40, 'TiO2': 48, 'Al2O3': 48, 'FeO': 84, 'MnO': 31, 'MgO': 49, 'CaO': 28, 'Na2O': 26, 'K2O': 65, 'F': 99, 'Cl': 97, 'Bjergart': 'Amfibolit'}
{'SiO2': 24, 'TiO2': 33, 'Al2O3': 9, 'FeO': 17, 'MnO': 95, 'MgO': 90, 'CaO': 35, 'Na2O': 93, 'K2O': 37, 'F': 25, 'Cl': 53, 'Bjergart': 'Granit'}
{'SiO2': 54, 'TiO2': 11, 'Al2O3': 10, 'FeO': 94, 'MnO': 90, 'MgO': 30, 'CaO': 76, 'Na2O': 17, 'K2O': 28, 'F': 1, 'Cl': 21, 'Bjergart': 'Granulit'}
{'SiO2': 92, 'TiO2': 76, 'Al2O3': 87, 'FeO': 85, 'MnO': 0, 'MgO': 7, 'CaO': 52, 'Na2O': 65, 'K2O': 82, 'F': 63, 'Cl': 30, 'Bjergart': 'Gnejs'}
{'SiO2': 84, 'TiO2': 94, 'Al2O3': 73, 'FeO': 25, 'MnO': 11, 'MgO': 67, 'CaO': 13, 'Na2O': 99, 'K2O': 55, 'F': 65, 'Cl': 3, 'Bjergart': 'Granulit'}
{'SiO2': 42, 'TiO2': 11, 'Al2O3': 25, 'FeO': 73, 'MnO': 77, 'MgO': 78, 'CaO': 75, 'Na2O': 92, 'K2O': 21, 'F': 7, 'Cl': 83, 'Bjergart': 'Dunit'}
{'SiO2': 99, 'TiO2': 70, 'Al2O3': 72, 'FeO': 15, 'MnO': 78, 'MgO': 9, 'CaO': 91, 'Na2O': 16, 'K2O': 74, 'F': 32, 'Cl': 14, 'Bjergart': 'Granulit'}
{'SiO2': 65, 'TiO2': 14, 'Al2O3': 79, 'FeO': 83, 'MnO': 83, 'MgO': 15, 'CaO': 50, 'Na2O': 3, 'K2O': 73, 'F': 95, 'Cl': 63, 'Bjergart': 'Dunit'}
{'SiO2': 97, 'TiO2': 86, 'Al2O3': 91, 'FeO': 35, 'MnO': 21, 'MgO': 75, 'CaO': 79, 'Na2O': 94, 'K2O': 72, 'F': 3, 'Cl': 98, 'Bjergart': 'Harzburgite'}
{'SiO2': 100, 'TiO2': 2, 'Al2O3': 12, 'FeO': 78, 'MnO': 34, 'MgO': 3, 'CaO': 93, 'Na2O': 81, 'K2O': 79, 'F': 41, 'Cl': 34, 'Bjergart': 'Dunit'}
{'SiO2': 19, 'TiO2': 93, 'Al2O3': 3, 'FeO': 5, 'MnO': 44, 'MgO': 24, 'CaO': 63, 'Na2O': 19, 'K2O': 83, 'F': 89, 'Cl': 66, 'Bjergart': 'Granulit'}
{'SiO2': 53, 'TiO2': 71, 'Al2O3': 92, 'FeO': 61, 'MnO': 16, 'MgO': 6, 'CaO': 68, 'Na2O': 52, 'K2O': 42, 'F': 21, 'Cl': 52, 'Bjergart': 'Amfibolit'}
{'SiO2': 84, 'TiO2': 61, 'Al2O3': 70, 'FeO': 5, 'MnO': 96, 'MgO': 73, 'CaO': 55, 'Na2O': 65, 'K2O': 75, 'F': 11, 'Cl': 21, 'Bjergart': 'Dunit'}
{'SiO2': 35, 'TiO2': 34, 'Al2O3': 13, 'FeO': 48, 'MnO': 11, 'MgO': 1, 'CaO': 52, 'Na2O': 78, 'K2O': 22, 'F': 92, 'Cl': 21, 'Bjergart': 'Dunit'}
{'SiO2': 36, 'TiO2': 73, 'Al2O3': 3, 'FeO': 97, 'MnO': 71, 'MgO': 88, 'CaO': 40, 'Na2O': 59, 'K2O': 96, 'F': 71, 'Cl': 68, 'Bjergart': 'Basalt'}
{'SiO2': 41, 'TiO2': 43, 'Al2O3': 53, 'FeO': 97, 'MnO': 54, 'MgO': 85, 'CaO': 63, 'Na2O': 63, 'K2O': 65, 'F': 43, 'Cl': 77, 'Bjergart': 'Amfibolit'}
